user,text
SPECIALMASTER77,"@GiannoCaldwell @ODNIgov 
@FBI
@thejimbaker
@TheJusticeDept 
@SpeakerPelosi
@RepAdamSchiff
@DrBiden
@RepMaxineWaters
@JoeBiden
@BarackObama
@DNC
@CNN
@NPR
@SenSchumer
@elonmusk
@joerogan
Elon Musk reveals FBI and government treason."
Christo87520404,@LANGDONSCH23 @JoeBiden You don’t understand economics do you? All that money that Biden pushed into the economy is the reason for the 80% inflation we have right now. He is the reason why this country is doing worse than in 40 years. He is the reason why I gas is so high.
TheJerseyRaven,@Oldglorycries Big deal. Trump had merch made in China (ties) and probably some real estate ventures. What's Joe Biden been doing with China? How much money has he made off of his treasonous dealings with the Communist Chinese over the years? Let's open that box and see what's inside. 🧐
CainePokey,@TimRunsHisMouth No one compares! Old Fart Joe Biden is the Grandfather of all Liars!
sashakaralou,@short_0_circuit @JoeBiden That’s ridiculous! Especially for Louisiana. Companies are price gouging. @SenJohnKennedy https://t.co/DDzZ2pc4jX
GarrisonMoratto,6. Joe Biden. 2021 was a year of disillusionment ending in Kabul. 2022 was a rollercoaster of NATO resurgence and domestic shortcomings tempered by a demure midterm. 2023 will be the year of Biden’s legacy for good for ill. https://t.co/QLtQHmA81k
BloodTexan,"@hrkbenowen Joe Biden
Michael Obama's husband
Nancy Pelosi
Chuck Schumer
.....need I go on?"
ClarissaOakes2,@NoahProoval @mattyglesias @Malcopticon @matt_belcher Nah I like Joe Biden and he's president right now.
ConservativeO17,"10 Worst Facts You Didn’t Know About Joe Biden

https://t.co/da1RD7goJh"
TracySt99150645,@RNCResearch Joe you're gonna be permanently retired in 2024 you our very bad for this country the stock market in 2022 had the worst year since 2008. Tax and spend democrat Joe Biden. Texan spend democrat Joe Biden
FabienneHager20,@RealDeanCain Joe Biden is really a worst President
VicVic51773858,@JoeBiden https://t.co/LfF14PgXRA
JoeMac71176204,@WashingtonNever @JoeBiden You don’t speak for me you pompous ass!
psyop1973,@JoeBiden Taking guns away from law abiding Americans will make things much worse!!Cartels and gang bangers don’t care about your BS gun laws! You want me victimized!!
AllenCocks52,@hrkbenowen Joe Biden gives him a run!
IronZemo,What is something you’ll never see from @JoeBiden @katiehobbs @JohnFetterman @GretaThunberg for 500…
Michael5033cnc,AMC STOCK NAKED SHORT SELLING EXPLAINED https://t.co/A3naSGjyGw via @YouTube this is why we are here! This why we stay! This is why we buy! This is why we hold! #AMC #AMCSTOCK #AMCNEVERLEAVING #AMCAPES #APES #SEC #HODL u mom@GaryGensler @Citadel @CEOAdam   @JoeBiden https://t.co/8AYhgrqgug
dueprocessjoe,@RBReich At least Trump used his own money to keep his questionable activity from seeing the light of day.  Joe Biden used our tax dollars to ensure Hunters questionable activities didn’t see the light of day and bragged about it.
APSFreeSpeech,"@JoJoFromJerz 2023 will be the year that accountability and justice will come for all the corrupt ""installed"" politicians who have been betraying American taxpayers for years. With the Republicans controlling the house in 2023, there WILL BE justice for Joe Biden, and the deep state clan."
MarkFJaeger,@MadScientistFF Joe Biden wins
BanksterSlayer,"@THEUNITEDSPOT0 Actually, the nation runs better the farther away Joe Biden is from it."
patriotismoBS,@pablolninista Joe Biden no lo haría tan bien.
logical9champ,@sadketchupp @kaelyxm @DaBears7878 @JoeBiden She is sparkle pants. You are tap shoes.
McCarcm71,@theprism89 @JoeBiden 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
JimmyBunnell1,@POTUS D.J.Trump is The real elected president. Joe Biden was installed not elected https://t.co/5tFtI1AQ92
AustraliaToken,@JoeBiden What a year its been! My favourite moment was when you crapped your pants in front of the Queen. That was a real knee slapper! 😆 Good one Joe 😊
rubeeeen_43,"Venga va, necroporra:
José Luis Gil
Vicente del bosque
Cleant eatwsood (como se escriba)
Rey emérito 
Michael Jordan 
Joe biden
Echenique"
BryanD600,"@combat_medic @TimRunsHisMouth Few more fun facts about the “big guy” emails that you pin your absurd conspiracies to: 1. It was in 2017, when joe Biden was specifically out of office and had no declared intention to run. 2. The deal never even happened 3. There is no credible evidence that the big guy is joe"
MebG27,"hadas's friend said, “It was heartbreaking to hear Hadas reliving the depressing and stressing traumas she experienced in the prison cell”
Dear: @JoeBiden @JosepBorrellF
Tigray demands withdrawal of #EritreaOutOfTigray &amp; #AmharaOutOfTigray.
@MebG27
 https://t.co/WTaXMzEJi7"
tom_kev11,"@JoeBiden You’ve done enough already. Just sit there and wait to be impeached, removed and arrested."
PeggyRo47853368,@SenRickScott How much is the big guy (Joe Biden) receiving from the cartel to keep it open
auspatriot89,@JoeBiden https://t.co/2tOFHwvwEA
vaestervik,"@JeremySpecials I have seen some Americans I wouldn't trust with a butter knife! So the ""every"" should come with some restrictions.
Would you give Joe Biden a firearm?...he would probably hurt himself or innocent bystanders within seconds!"
vertjeffrey,"Just a remind that the total for all US national student loan debt is $1.6T
and the total US national healthcare debt is $195B 
and our president gave away $1.7T to Ukraine. If you voted for @JoeBiden you should be ashamed of yourself"
mize_rocmize1,"@PapiTrumpo My New Years Resolution #!!

Vote Out Every Elected Republican, that has lied about going after Hunter &amp; Joe Biden!

Call for a Special Counsel to Investigate Every Democrats Tax Returns.
Every Foreign Chinese &amp; Russian Stock they’ve Received.

That’s my Next 2 Years, Resolution."
Michael84780995,@ProudElephantUS Have Nancy Pelosi &amp; Joe Biden “Devout Catholic” per ABC news excommunicated from the Catholic Church.
Cozy1614,"@jjimijjam @WhiteHouse Dear America,                               DO your research ! This is nothing more than a money making scam for @JoeBiden and his butt buddy #XiJinping ! @POTUS is enriching CHINA ! Do not buy solar or  EV’s until you see your leaders personally making use of them.#FJBiden"
Anthony50577290,"@VP VP you're doing a remarkable job! But there's a hidden secret from you, Joe Biden is not being honest with you, I I pray and ask God to show you the truth about everything I said is true."
OneAndOnlyZel,"@ericareport No, Trump is not a white supremacist. I can't recall hearing or seeing anything I consider racist.

If words &amp; actions reveal ""white supremacy"", Joe Biden and the myriad instances of racism/bigotry he's displayed for several decades make the phrase more aptly descriptive of him."
AndraMedina13,"@hrkbenowen Joe Biden, Hunter Biden, Nancy Pelosi, Chuck Schumer....etc."
Brahmslover1278,@JoeBiden Go away. 🤔🙄😒
W2DRB_1906,"@JoeBiden Media is catching up to the corruption in a round about way. If they think they are selling influence at the @SCHSociety then why can't the same happen for the office of the @POTUS? Why not the @SenateDems @SenateGOP? 

Hunter Bidens laptop is real. 

https://t.co/zI4RtKenOC"
TheAutisticLib,@bennyjohnson It doesn't matter... Joe Biden is president in name only. Does anyone actually think they are letting the senile old man actually hold the wheel?
McCarcm71,@jaycarey212 @JoeBiden Your comment is the absolute proof of that https://t.co/AB2DnjUTSN
logical9champ,@sadketchupp @kaelyxm @DaBears7878 @JoeBiden Then pay up sucker.
JJMoon1573,"@JoeBiden How many kids are sitting in your lap, in the US Virgin Islands? Playing with those hairy legs."
midlhon,"Oye ¿empezamos fuerte el 2023? ¿Quién pensáis que amocha este año? Empiezo yo: 

Joe Biden https://t.co/n0WG7DFS78"
thiagocomthi,"@GloboNews @ECantanhede Se joe biden vem: veio por educação
Se é Jacinda Ardern: porque é esquerdista
Se é Nicolas maduro: foro de São Paulo tá aí

Podia vir o papa que sempre colocariam algum defeito

fazem de tudo pra deslegitimizar a maior conquista atual da democracia 

Aceitem: é #LulaPresidente"
AZNana262,"@BucSpur31 @NgmanWI @GeraldoRivera @JoeBiden @KamalaHarris @BillFOXLA These R a distraction, and you can't see it. It all has to do with digital money."
JosephBurtfive0,@JoeBiden You’re a joke!!!
JoyMiddaugh,@CplFlume @graceand_truth @JoeBiden You seem like a nice guy but you really need to get better news sources.
logical9champ,@sadketchupp @DaBears7878 @JoeBiden 25-50% may not which is an issue. Pay up sucker.
SandraKHicks5,"Joe Biden has broke all the rules in the book

Are you still in office

Connecticut Posey and Chucky and some water Democrats idiots

I've seen somebody on TV on Fox News there's going to the line the illegal alien illegal people crossing the border"
CplFlume,"@JoyMiddaugh @graceand_truth @JoeBiden At this point you should be questioning your information sources.
https://t.co/tRFd1tjKuu"
jcup555,@TimRunsHisMouth @JoeBiden That was good!👍🏻
rkjrnesnej1948,@JoeBiden Who was your Xmas present joe Jill or your daughter
pedro_travezan,@elnuevoherald When @JoeBiden Is gonna stop this crazy man???
JoeMac71176204,@JoeBiden We can’t endure anymore of your progress!
RalphJackP,"@POTUS Just 12 hours before inflation takes another big jump. Joe Biden because you print 1.7 Trillion dollars and start spreading it around is not the same thing as a honest successful economy. Your not creating jobs, your bankrupting us and our kids and grandkids."
QuinnMwhr,@JoeBiden https://t.co/1k0Qk30qiQ
Jennigirl81,@dangroves51 @JoeBiden https://t.co/y1P9fAdojV
Christo87520404,"@ElPibeManolo @JoeBiden Also, if you know anything about economics. Putting a little bit of money into the economy is a good thing about 2% is acceptable inflation we’re at 80% because of Biden."
pnw_vetprincess,"And allow Joe Biden to exceed his constitutional authority?

Are you effing nuts? 😳"
Kenneth19567057,Thank You Joe Biden you did that
RockfordPost,@CynNunez2 @graceand_truth @JoeBiden Hope much time do you need? You've had years now. 🤡
Timothy_Tunes,@Kells5710 @VP @JoeBiden Sounds eerily similar to what’s happened to gas since January of 2021
TMEBOY,@GeorgeTakei Are you ok with @joebiden flying the illegals all over the country?   You are an unbelievably bad person.  A typical Lib Hypocrite
CosterMichael1,"@not_onions @JoeBiden Tell me again about these accomplishments.  Covid is over for me, but the WH says no.  Inflation is on fire.  No student debt were forgiven nor will they be -- he doesnt have the authority.  Oh yeah, and MORE."
GladiatorClyde,"Just opened last month’s gas bill.$ 327.00 dollars. Fuck You Joe Biden, Fuck You."
XavierRebecq,@JoeBiden : your challenger 2024 !! He is hot ! And ready ! And hot ! @POTUS @BarackObama @WhiteHouse #heisnotamerican #vivelafrance #costard https://t.co/vyWvKDxnof
Hisladydiana7,@Peanut222 @Kittymama777 @donwinslow Joe Biden is INTENTIONALLY destroying our country ! https://t.co/TFVmKlztEf
Patrick_brown3,@cnnbrk I have no idea how joe Biden could possibly believe this shit is not destroying our country. Where do you think this money comes from when they add trillions of dollars to the money flow that is exactly what causes inflation. The dollar is losing value the same rate as bitcoin
BucSpur31,@AZMAMA62 @NgmanWI @GeraldoRivera @JoeBiden @KamalaHarris @BillFOXLA It’s about the political parties
Lori33598731,@JoeBiden Sick old man.
AZNana262,@BucSpur31 @NgmanWI @GeraldoRivera @JoeBiden @KamalaHarris @BillFOXLA How may I ask? Please show me
grmdi,@JoeBiden Lol. You must be in denial on how much debt you have created along with many other hardships. I wouldn’t be so fast patting yourself on the back. Time will tell if any of it has been a good thing. I wouldn’t say it’s a plus if it creates negatives in the process.
n2play,"If by ""destroyed"" you mean currently over 2,200 points higher than on any day of the Trump administration then may Joe Biden destroy that market even higher! Every. Single. Day.👍 https://t.co/JFXyEmy3HR"
TrueVoice200,"Joe Biden’s Wife Jill admits the defeat

https://t.co/1zA4RB4IrW"
Laura662711,@JoeBiden Liar liar pants on fire
RonFitz33246591,"@SaSaxton @OccupyDemocrats See . . .(he tweets as he tries not to offend or appear condescending),when one is in a Political position,like, oh, I don't know, like Joe Biden when he was Vice President of the United States of America or President of the United States of America vs someone in civilian life..."
gertymelton,@JoeBiden I am old enough to remember President Trump started this. You stopped it but now restarting it. You are a demented liar. Enjoy your Holiday while America burns you traitor.
kimslick2,@JoeBiden That was Trump loser
SandraKHicks5,"Joe Biden is given the people to go across the border the rights to vote in the elections

Good old Joe can be the what the dictator and the king of America

Yep folks he wants to be the first in America he wants to be the first dictator and the first king"
Way2Macho,@mistercranker @couscous61 @OncaleRichard @NoLieWithBTC Otherwise I provided https://t.co/xMsTpTQP4j site which details evidence that Hunter Biden used his connections in foreign countries to funnel money to Joe Biden and family. That would be evidence. Do you have anything you could cite to refute any of these things?
Joano417905,"@JoeBiden 🇺🇸🇮🇪 I would like to be reassured!  Is the climate beautiful where you are, despite the disaster gripping America?"
Hairyball8,@JoeBiden Tell me what prices went down?
RJMRogers,@JoeBiden lol
Cleomycin1,@JoeBiden How lovely our demented president. Happy uncertain New Year folks
rxsheepxr,"Seeing Andrew Tate fans begging Joe Biden to 'pardon' him... ""Trump would have!""

This is the caliber of human that idolizes Tate, who think the President of America can pardon someone in jail in a country halfway across the planet.

We're doomed and 2023 hasn't even started."
janecollins865,@JoeBiden Thank you President Biden!!!  Happy New Year!!
BocaTrumpette,@EpochTimes @GregAbbott_TX @WhiteHouse @JoeBiden He is part of the WEF unfortunately
PeggyRo47853368,"@TX2WI @LeaderMcConnell @ChuckGrassley I bet you believe joe Biden never received any money from China, Russia, Ukraine while vice president and now sending millions to Ukraine to launder it right into the  big guys pocket. I'd like an investigation Into how much the cartel is paying him to keep the border open."
BucSpur31,@AZMAMA62 @NgmanWI @GeraldoRivera @JoeBiden @KamalaHarris @BillFOXLA Trump is just as corrupt
oingobo03392768,@JoeBiden wtf are you talking about? things are more expensive than ever
F0m0Sapien,"@ZelenskyyUa 1.5 billion net worth, his wish came true not by a miracle, but by Joe Biden and millions of American taxpayer dollars.  Thank you clowns for running the circus of what is our country."
MichaelsHelp,@BoAlawine @POTUS Anyone thanking Joe Biden for anything is sick.
Jennigirl81,"@jjoeaz @JoeBiden https://t.co/8IbvTXet8l

Inflation is a global issue.  Biden has nothing to do with it."
jamiefisherrus1,@POTUS Alzheimer Joe Biden and crack head hunter will be in prison soon. It will be a great day for America
versatileavatar,@LOUDMOUTH_ETH @theblondebroker @SBF_FTX @DougHype @FTX_Official FYI: SBF hangs out only with Tiffany Fong (Note: so does Joe Biden).
EtterAlly,@dragonchrisk @peaceisactive I don't have any warts  but pretend  President Joe Biden does
SodoBeshiGeb,@TigrayUpdate Joe Biden hooohoohooo
postcaselaw,"@robreiner Jim crow joe Biden raped women and his daughter as she posted her diary Kelsey stole $@.1 TRILLION donations from Haiti, harvested Haiti's Black organs kidnapped human trafficked black Haiti children historically. SPEAK ON Those Facts?"
Christo87520404,@ElPibeManolo @JoeBiden I can’t tell if you’re serious or kidding. This is the only president to actually conduct a germ warfare on the American people. And to try to de-stabilize American society by removing the southern border.
1234567890emil,"All in all we did a lot in the last two years thanks you wish you a happy new years 

-President Joe Biden"
David07501253,@JoeBiden The WORST RESIDENT IN US HISTORY! This clown is an embarrassment to AMERICA!
SamanthaNadiine,@VivaLaVeee @JoeBiden I literally thought of you and also my friends son who is only 8!
TrueVoice200,"Joe Biden’s case for impeachment sent him into a spin.

https://t.co/tVlkkL76ob"
RandyDeSoto,"@dcexaminer @Santos4Congress Right after Mr top of his law class, Univ of PA professor, marched in the Civil Rights movement Joe Biden resigns."
wielkaburza,"O godz. 00:00 czasu w Berlinie, w dniu 01.01.2023 r. zamknął się jednostronnie do wyjścia, Czyściec 4 gęstości, do którego ponownie wszedł Scholz i Joe Biden, aby powtórzyć poprzedni atak atomowy z 9 kapsuł w Redutę Miłości… Joanny, Alfa w Schwedt."
MikeFish71,@JoeBiden Your gun control measures are repugnant to the United States Constitution
EricaRN4USA,"Give it a try @JoeBiden, please for heavens sake 🙄 https://t.co/CQK6iWOzIB"
FamilyFreedom6,@JoeBiden is puppet for Hussein.
ActiveLearner66,"Are you celebrating with our #POTUS #JoeBiden ?

#inflation #StockMarket
#gasprices #crime #Immigration

@POTUS"
LightfootInHwd,"Trump, in response to a question during a 2020 presidential debate with Joe Biden, insisted that he closed down his bank account in China before his first campaign. But six years’ worth of Trump’s tax records, released Friday, reveal that wasn’t true."
tin1foil2hat3,@JoeBiden The look you get when someone is sticking a knife in your back
myamericadammit,@TimRunsHisMouth JOE BIDEN!
oldman09061952,"{THANKS JOE BIDEN } Under Democrat rule in Washington, our southern border is wide open, crime is rampant in our cities, law enforcement officers are under attack, &amp; our foreign enemies are emboldened. IT KICKBZCKS TOO DEMCRATS https://t.co/LjkBESmcGE"
PuskaricSandy,"@hrkbenowen The whole @TheDemocrats party, especially @JoeBiden 

Wake up goofball!"
SandraKHicks5,And his first wife is using her surname when she's supposed to be the first lady instead of doctor so and so doctor this and doctor that she's not supposed to be using her surname and a public office... The only one reason why Joe Biden don't send them people back and he's going
lostnorwegian,"@saras76 This can't be because of the @DNC @JoeBiden @POTUS anti energy policy, can it?"
freedom4_vets,"@marklevinshow I agree totally.  Nancy Pelosi say Joe Biden was a magic box.  Magic Box?  What’s that supposed mean?  Everything you ask for you get? Do we really need a Magic Box as president?  Don’t we need someone that listens to both sides and makes a intelligent decision, not a yes man."
MaMshkaSkwoz,@alonsocdmx1 @lilaabed @Goldbm1 @lopezobrador_ @JoeBiden Buenas tardes. Estas fotos son de su autoría?
Plume_de_Colomb,@Ja870B @tylerbice4 @JoeBiden Gas prices are up all over the world. Not just in the US and Biden released National reserve petrol because that’s all a US President can do.The petroleum producers around the world including Saudi Arabia have too much power and brought prices up. Not something the US can control
jon69166868,@JoeBiden Aren’t you supposed to be on vacation for the 280th time since you took office
MichaelArt123,Joe Biden is my President.
PugsLuvz,@JoeBiden Delusional
HayesDeejay,"It was reported that Pope Benedict XVI left behind a note mentioning his being the first Pope to resign, and went on to say that after 50 years of lying to Americans, Joe Biden should do the same."
VivaLaVeee,@SamanthaNadiine @JoeBiden Like ME. 🙃
mclarenm18a,@hrkbenowen Joe Biden!!!!
TheKuntreee,"@PeterSweden7 Ukraine has now dove deep into it, Joe Biden and his regime did that"
MidoriMushrooms,@Myke42084 @WaitingOnBiden @JoeBiden @BadMedicalTakes
Phil_McCrackin5,"@POTUS Take a nap old man. And stop having your clowns tweeting this crap for you.  It’s more than obvious Old Joe Biden that had to drop out of the presidential election in 1988 for lying and plagiarizing, is NOT sending these tweets. We are not stupid"
bobd20852,@JoeBiden Hahahaha . Safer streets ? What a joke 😂😂😂😂 . Over 200 people murdered in dc this year. Your neighborhood.
Michellec2014,@JoeRiolo1963 @Ditchdigger51 @JoeBiden 😂😂👍👍👍👍🤪🤪🤪❤️❤️❤️
PugsLuvz,"@JoeBiden Runaway inflation, record high gas prices, investments are in the tank. Tell me again what a great job you have done."
iminyourwalls71,Joe Biden is in your walls
BloombergLinea_,De Zelenski a Joe Biden: líderes alrededor del globo han dado su último adiós a Joseph Ratzinger. https://t.co/0T19TD8Y0q
josephc34468694,"@middleageriot @JimKilbane “If that prosecutor is not fired within an hour when my plane leaves, you can kiss the billion dollars goodbye!”Joe Biden"
chrisro94795740,"@deanteamscene @DonaldJTrumpJr @LuisBatteman So have you heard of Covid-19 and the Russian invasion of Ukraine and the effects on the WORLD economies? Are you aware that the USA inflation rate is one of if not THE lowest of all 1st world countries because of Super Joe Biden's policies?
No? Bless. 🙂"
love_everyone8,@JoeBiden Please just get the out and your handlers too.
SandraKHicks5,"What American people are living in squabulous conditions trying to make make a living for their sales and their children and stuff and who gets it better the blacks and the people that's crossing the border

Joe Biden is off playing golf somewhere!"
sadketchupp,@logical9champ @kaelyxm @DaBears7878 @JoeBiden im done school? sparkle pants? Nice rebuttal’s how about you present credible resources to support your opinion.
drmaddogps,@hrkbenowen Joe Biden
Abysmallyfunny,@JoeBiden Happy New Year President Biden may you have a wonderful 2023!
Elkvisgtw,"@deaflibertarian People like Joe Biden will try to tell you that you can't love your country if you hate your government, but that is absurd.  People make a country.  The government makes it suck."
AkinsKenye,@JoeBiden #BlackReparationsMatter
JonMoseley,@MayoIsSpicyy Well spending New Year's Eve wit Slow Joe Biden would be pretty depressing.
13cheech,@ericareport I will say Joe Biden.
Brad2thebone111,@JoeBiden Screw you.
tonyperiles450,@JoeBiden Keep up the great work. https://t.co/LZKsHXC0eM
9P1UpvbM9pczF7x,@GriffGriffin17 @JoeBiden 怎么可能，美国日最民主自由的国家，不允许你污蔑美国有腐败
oceanloverHB,@dannolane @JoeBiden I'd NEVER do that. Who the hell would tarnish your kid by giving it the name Biden.
TerryMacDougall,@billie4congress @JoeBiden Complete POS
GaryGarrison195,@ProudElephantUS Bye bye Joe Biden
cmbcowboy,@JohnnyRode @EricDJuly @elizableu Grifter. Joe Biden and his entire family. Grifter
joelmbryan,@jasonp246 @TimRunsHisMouth @JoeBiden That wanker loves to document his criminality &amp; gutter behavior https://t.co/ee1vo8p7Lc
Ally64989709,"@hole_oops @DFBHarvard ""A new attack ad blames Joe Biden for the spike in Covid-era violence against Asian Americans that community leaders say Donald Trump fueled""
https://t.co/Z7g1lLbYA9"
KijhuhTalk,@alextri84222334 @maurap @tonyposnanski @benshapiro But what does this have to do with Joe Biden and Cruz both dipped out during issues in their respective areas of responsibility?
MediaOpinion19,"Joe Biden Is 'Drowning' In His Home State  #MAGA #TRUMP2024 #Trump

https://t.co/so62bUKxO4"
dottis_mom,"@JoeBiden Make minimum social security $1,600.00 a month if you really give a dam"
MidoriMushrooms,@HappyinAZ3 @WaitingOnBiden @JoeBiden nO sUcH tHiNg aS a fReE lUnCh!
TMEBOY,"@GeorgeTakei Do we also expel @joebiden for his many, many, many, many, documented and proven lies?  How about @SenWarren ?   @SenBlumenthal? Are you saying we should only expel Republicans and the Dems  can keep “serving” even though they are proven liars? Which is it, George? You Hypocrite"
RonanLTynan,Inspite of @GordonBrown’s campaign for Nuremberg style tribunal to try #Putin for aggression against #Ukraine still beggars belief @JoeBiden objecting inspite of calling #Russia’s dictator a “war-criminal” encouraging him to continue to commit atrocities on industrial scale @ICC
Berrtown,"@larryelder And Paulie Paul's and don't stop there, release Hunter and the rest of Joe Biden's family's tax returns for the entire time he has been in DC!"
craigbachler,"@JoeBiden Hey lost Joe, you took credit for gas prices going down, you going to take fault for them going up.40 cents in three days? #ImpeachBiden"
adrianawadee,You are not Joe Biden rn!
PugsLuvz,@JoeBiden Why does the Biden administration hate the American family!
Ziggi92,"@JTorfason Joe Biden dó varð Dark Brandon, þannig fullt stig"
cihatcam38,@cankakisim Joe bıden in muhaliflere destek vermeliyiz Erdoğan bu seçimi kazanmamalı dediği gibi mi
MichaelJLuna1,@gatewaypundit @JoeBiden is not only the worst president ever. He is also a pervert! Biden enjoys sniffing and grabbing women including little girls. Disgusting old man! ⬇️ https://t.co/9eb96EX2bm
btheburke,"@WashingtonNever @JoeBiden Wouldn't be surprised,  even dead people voted for him"
Rottipile,@ProudElephantUS Joe Biden
exciteableboy27,@JoeBiden You arent't kidding here as this country is in shambles.
dottis_mom,@JoeBiden Lies
JoyMiddaugh,"@CplFlume @graceand_truth @JoeBiden No, 90% don't show up for court. God help you!"
9P1UpvbM9pczF7x,@theprism89 @JoeBiden 再睡两年
sashakaralou,@TimRunsHisMouth @JoeBiden https://t.co/oguicf75nZ
JDBaxter4,@JoeBiden Laughing stock! Your policies are crap!
rousseau262,"@elizableu Why are human traffickers laughing? Because Joe Biden, the sniffer and chief is still the President of the United States. We need better leader ship, starting at the top and working its way to the bottom."
FoFums,@RepSwalwell So I want to know who installed joe biden.
TerryMcLemore6,"Scotland police blasted for report describing pedophiles as 'minor-attracted people': 'Baloney'

https://t.co/DKtUYabTak Scotland is just trying to keep up with Joe Biden and his administration on normalization of pedophilia."
schutzlandscape,"@JoJoFromJerz Says the #Dingbat that has never built anything in her life other than a @twitter following from #Fake outrage…

Success in a marathon not a sprint !!!

Name one novel idea @JoeBiden has had to acquire his wealth ?

#IllWait 

#StoleItAll"
patgarahan,@NoLieWithBTC Joe Biden had more than a bank account - he had his son paying him the vig on a big number of Chinese revenue .
SandraKHicks5,"Border and nobody not I'm going to give you a brand new car or electric car I'm going to give you this and I'm going to give you a house and then I'm going to give you this now I'm going to give you that old Joe Biden in his lie  mouth!

American people go to the grocery store"
UsingCigarettes,"@POTUS I highly doubt you are running this account Joe Biden. I suspect it’s someone on your staff. Anyways, I wanted to tell you to DM me. Maybe there will be a spark idk."
malekmichael409,@ThePrimalDino @JoeBiden So it s What ?''
Sassypatriot133,@samanthamarika1 Joe Biden
bryan_shatto,@TimRunsHisMouth @JoeBiden Bidenmentia
JuanRT03428685,"ESTADOS UNIDOS
FELIZ 2023. POR QUE NO HALLAN
MAS CATASTROFES DEL CAMBIO
CLIMATICO 
SEÑOR PRESIDENTE JOE BIDEN
Y FAMILIA QUE SEAN MUY FELICES"
pedropablo_ppp,@bill_uminatti El #pederasta de @JoeBiden https://t.co/M0p9evamZo
sadketchupp,@ErickJackson74 @kaelyxm @DaBears7878 @JoeBiden i linked them do you need me to come over and click on your phone to open the links bc yikesss
Bill_lyles61,"@DeeActivateFool @robreiner Well, if you don’t want a president that spreads hate and lies well, then we need to get rid of Joe Biden really quick. Because that’s all the man does he is certainly no unifier unless of course you’re a liberal or a Democrat."
KyleHow73197111,"@mmpadellan Joe Biden “We have put together the most extensive, inclusive voter fraud organization in history.” Joe Biden Boy howdy"
JFKBoston,@JoeBiden @Lawrence The Biden-Harris Renaissance rolls on into the New Year. Competence is back. Integrity is back.  I'm sleeping easier knowing that the residents of 1600 Pennsylvania Ave. are focused on keeping America strong.  It was also fantastic to finally get Infrastructure Week. What a year!
justjp5,@JoeBiden Biden’s historic legislation is making us all poor.
oceanloverHB,@Timothythebutch @JoeBiden https://t.co/wQRbQRY6Bo
AMedinamoll,@JoeBiden https://t.co/l9yIkW0m99
sophonlotrovski,@danielsgoldman @shaunking Have you heard of Joe Biden? Any disavowement there?
n_trollin,@SunnyCcantoon @ArmendarizDis16 @POTUS @JoeBiden Pew Research Center agrees on all key points of the EPI article. European Central Bank also lists the same key reasons for inflation in EU as the EPI article listed for global inflation.
S10375051T,"@hrkbenowen Joe biden, nancy pelosi, Adam schiff, kamala harris, Chuck schumer.."
DavidSc32614135,@JoeBiden You haven’t lowered my costs.
ar3zondo,@JoeBiden #FJB
OGSouz48,@JoeBiden Friggin traitor!!!
Herbthegreat321,"No,the @JoeBiden crime family has no boundaries or conscious for the evil they do."
pablomvn0z,"Necroporra 2023:

Juan Carlos I
Joe Biden
Joan Pradells
Alfredo Duro
Albert Rivera 
Jair Bolsonaro
Ronaldo Nazario
Nicolás Maduro"
gu26694334_guy,@GeorgePapa19 NOT AT ALL SURPRISED!  JOE BIDEN'S FAMILY SYNDICATE AND ALL OF THE DEMOCRATIC PARTY TOOK MONEY FROM THIS CRIMINAL ANIMAL!
kerry_denison,@HotepTrumpies @TimRunsHisMouth @JoeBiden Okayyyyy......I'm not in the mood to hear your perspective or explanation on race hustling. Going to enjoy my New Years Eve. I'm out.....until we meet again!
Svaultblitz,@POTUS Who is Joe Biden?
btheburke,@JoeBiden Lol....you suck
INFELIX_MAXIMUS,@JoeBiden Decriminalize cannabis at the federal level.
jrmccasl,@JoeBiden Resign or be impeached
chevydee12,@JoeBiden 🤣
project_sahara,I and John Rosebush offered the pristine technology of professional development to President Joe Biden to Secretary Guterres UN and no reply. So we now offer the people directly a more perfect solution. https://t.co/ODI9gnrno7
RossFairchild,"@IN01970 @HeyTrud11 @WyattCatarina 100% 
Joe Biden is heavily indebted to China. 
Why would Joe Biden leave behind $billions and $billions in military arsenal and give Bagram Air Base to China?"
jaysonmassey,"@JoeBiden and @KamalaHarris 

Do more about the asylum seekers than leave them on cold El Paso streets or wait for them to be bussed to your house.

#Migration #ElPaso

https://t.co/XtTFj0G98T"
PinotandPizza,@atrupar Joe Biden is living rent free in Donald Trump's head
USLTY22,"@hrkbenowen I can name several Joe Biden, the Democratic Party, Nancy Pelosi the libtards of Hollywood shall I go on?"
RogerJx3,"@JoeBiden The only thing Joe accomplished this year was hate, inflation and crime https://t.co/O8RuuVpqCq"
davo33r,@POTUS He was saying 10 million this year 2022 but Joe Biden has lived ON LIES his entire life so why should he quit now. https://t.co/kdNgaw4su6
ROOZVA,Number one priority has to be holding Joe Biden’s corrupt administration accountable!
TrueVoice200,"Jim Jordan has just destroyed the legacy of Joe Biden.

https://t.co/ulClLaA5ZQ"
