,User,Tweet
1275,RatesZero,I can honestly say with my hand on my heart that the greatest human support and timely advice that I have ever received in my entire life (54 years) was from Dr. Mike Yeadon. If he wants the job he should be the Prime Minister imo. A top PM with top advisors is second to none.
1276,LALANKU65684020,"TODAY ( 29 DECEMBER 2022) COMPLETE ONE YEAR EMERGENCY PRIME MINISTER OF INDIA, WITHOUT SCARE PM AND PRESIDENT, OFFICERS OR INDIAN VOTE BANK. MY ACCOUNT DEPOSIT 365 CRORE DAILY FACILITY PLUS PAYMENT 48,00,00,0. (RUPEES). NEXT PAYMENT, 8,00,00,0. DAILY FACILITY 02 CRORE. FINAL."
1277,arpingajjar,"Today's Top story: Ahmedabad Headlines  @CNNnews18: 'Amid the news of Prime Minister Narendra Modi's mother admitted to hospital in Ahmedabad, Congress MP Rahul Gandhi sends out wishes to PM Modi for her recovery.

#PMM… https://t.co/vCSaw9Aagr, see more https://t.co/b3Pwg8ZTDC"
1278,HumairaIkram921,"""Mr. Prime Minister""
Golden words were chosen by Turkish media.
Imran khan is the next PM, not ex.
#MrPrimeMinister
#Pakistani https://t.co/moOK0T39kO"
1279,NatarajanRaman4,@ashoswai @KTRTRS @prakashraaj @pbhushan1 @BTR_KTR @akshayhunka @rejitweets @zoo_bear @KonathamDileep @drgaganbhagat When pm travels the pmo office arrange these as part of security protocol . You don’t know this also . He is not travelling as an individual but in the capacity of prime minister .
1280,me_abhishek11,"@rishibagree BJP is the only party whose prime minister get banned from travelling in America along with other other European countries.Until become PM of India he can travel to those country only in dream but he can travel to China and so he did.

And you chamcha called him vishwaguru 😂😂😂"
1281,Alishah92232215,@sahhalrauf Don’t call him PM he’s cherry blossom and IMRAN KHAN is a prime minister
1282,Arthuristheboy,"https://t.co/nap29CNe4q 

""No graft will be tolerated among military and police personnel, said Deputy Prime Minister Prawit Wongsuwon."" 😂

As graft is so deeply rooted in RTP, military and central, local government, why don't both PM and Prawit actually do something about it?🤔"
1283,ChandyAnil,"""Career Took Off When Rajiv Gandhi Was PM"": Gautam Adani
Gautam Adani said his business empire began taking off more than three decades ago when the Congress's Rajiv Gandhi was Prime Minister."
1284,whomi1432,@ashoswai @KTRTRS @prakashraaj @pbhushan1 @BTR_KTR @akshayhunka @rejitweets @zoo_bear @KonathamDileep @drgaganbhagat Our crime minister @CMShehbaz  he’s the same copy we glad that we have the same piece 🤣🤣🤣🤣🤣🤣 he’s shobaz sharif u know what sharif family is the most drama baz family on the earth no one can beat them no even pm Modi 🤣
1285,News_de_eigo,"Prime Minister 「内閣総理大臣」

ときどき頭文字をとってPMと書かれることもあります。
大統領はPresidentですので違いに注意。"
1286,Cortini,"#BrexitBrokeBritain 
+ the mess Brexit caused for EU. 

No legal accountability for the fraudulent campaign #borisjohnson and #nigelfarage ran? 

Makes me wonder if British Empire would had been better off w Jim Hacker as PM?

(Court BBC, ""Yes, Prime Minister"")
#bbc #brexit https://t.co/FOfXjh9z1i"
1287,TomacMarti,"Putin puppet @PM_ViktorOrban @ViktorOrban_gov WANTS Ukraine to cave into his puppet master's demands, to end the war.
""Hungarian Prime Minister Viktor Orbn believes Ukrainians can fight as long as the United States supports them with weapons and money.""
https://t.co/ouAUICjTVl"
1288,Niazi__Eman,"MR Prime Minister ❤️
yesss for us he's permanent PM of 🇵🇰 https://t.co/xYaTIZjQGp"
1289,FijiGovernment,"The Honourable Prime Minister, Mr Sitiveni L Rabuka will deliver his first address to the nation at 7 pm tonight live on the Fijian Government Facebook page. 

#FijiNews #FijianGovernment #TeamFiji #Fiji https://t.co/QBSrTrigLj"
1290,Rayban009,"@SeharShinwari 🤣 &amp;  also Your prime minister  still bagging from China to repay 1 Billon to UAE ...for dreaming about ROUL Gandi as a pm like "" Sabko Mila Ghanta ..Na aaya aaj tak Santa """
1291,readingrevival,"a first letter to pm 1/2

Prime Minister,
Why don't #Centrelink employ more staff, so that when you call, because your pension has been cancelled, due to your disability getting in the way of reporting, they (a recorded voice) don't just tell you to call back later and hang up?"
1292,ChowkidarIndia7,"Bharat says Pakistan Foreign Minister’s comments on PM Modi a new low, even for Pakistan.

@hindupost 

https://t.co/LkJXQIiXMV"
1293,bostoniancskfan,@sansbarrier I don’t belong to any party. I am a Modi supporter and I am supporting modi to continue as PM. Everybody knows how EPS became chief minister. I am not underestimating EPS but at the same time EPS cannot take BJP as same in 2024 elections. EPS has to clarify his Stand on alliance.
1294,JoneyLather,@Lonelyp88037615 @AnoopKaippalli @rahulroushan @INCIndia @ndtvindia @bhaveshkjha @VOGUEIndia Bhai kon kon c company na diya ? Aur ya koe pm ka niji khata nhi h like pappu Rajiv gandhi foundation got from chines embassy it’s pm care fund ratan tata is chairman of it it’s not bjp or modi it’s prime minister of india care fund 🤷🏽‍♂️  besharam log Kis nichta tak jaoge
1295,Industrious112,"@wrightmary123 @CTVNews And yet you still believe Trudeau is doing a fine job as Prime Minister?

In what ways do you believe that the PM has increased the quality of life for the average Canadian?"
1296,wordwarrior22,"When you’re the most disliked Prime Minister in Canadian history, you take security—EVERYWHERE.

I’d prefer a likeable PM who doesn’t need to spend millions on their safety.
#TrudeauMustGo 
#TrudeauLiedUnderOath 
#TrudeauBrokeCanada"
1297,bprophetable,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from her mother and Country - Sign the Petition! https://t.co/64cjK5gTAH via @ChangeAUS"
1298,creator_dude,"@palminder1990 Whine, whine, whine. So, according to you the PM doesn't deserve a vacation. Is that correct? Even when he is on vacation with his family he is still in touch with his ministers.
You couldn't do the job of Prime Minister so quit whining about a vacation."
1299,DEENEWS_IN,British PM Sunak: British Prime Minister Rishi Sunak’s wife wants to introduce people to a glimpse of 10 Downing Street https://t.co/IL5fwx3eWY
1300,SabaZee49597226,Prime minister imran khan 😍😍😍😍😍 ye hoti hai Izzat... cherry blossom pm of Pakistan only @ImranKhanPTI https://t.co/Bis2H7YcQz
1301,SheikhKpk,"Prime Minister Shehbaz Sharif held a telephone conversation with Turkish President Recep Tayyip Erdoğan.The PM invited President Recep Tayyip Erdoğan to the International Conference on Climate Resilient Pakistan being co-hosted with the United Nations in Geneva on January 9, 2023 https://t.co/DJl2kLmyZT"
1302,FlonsoV,"“Welcome Mr Prime minister”  correct, he never stopped being our PM! #عمران_خان_ضروری_ہے https://t.co/9aFWQ1aSm4"
1303,DivaharDinesh,"@NAR_Handle @KTRTRS @prakashraaj @pbhushan1 @BTR_KTR @akshayhunka @rejitweets @zoo_bear @KonathamDileep @YunusLasania @drgaganbhagat அட பாவிகளா, How there is NSG commando,Jammer Vehicle, Ambulance, Bomb squad, with PM..? By the same way Press will be always available with Prime minister.."
1304,FarhatPml,"Prime Minister Shehbaz Sharif held a telephone conversation with Turkish President Recep Tayyip Erdoğan. The PM invited President @RTErdogan to the International Conference on Climate Resilient Pakistan being co-hosted with the United Nations in Geneva on January 9, 2023. https://t.co/NDiVoYghmj"
1305,qmalik86,"Prime Minister Shehbaz Sharif @CMShehbaz held a telephone conversation with Turkish President Recep Tayyip Erdoğan The PM invited President @RTErdogan to the International Conference on Climate Resilient Pakistan being co-hosted with the United Nations in Geneva on January 9,2023 https://t.co/zyARR4lzOQ"
1306,BigH155,"@Tatlermagazine the wife of the UK Prime Minister is not a “First Lady” per se because our PM is not the Head of State, King Charles is so ergo Camilla would be our First Lady, but she isn’t because we do not use that title"
1307,StLouisVI,"@MeharSultan @ayeshaijazkhan Yes, because being a prime minister of Pakistan is a position that needs an individual to be of great honor and morality, hahaha. there’s a reason why the world hates Pakistan and I really don’t think the behavior of a PM matters to anyone."
1308,JavariaZahid04,"Exactly our Prime Minister is Imran Khan...He was, He is and He will Inshallah...By the grace of Allah Almighty...We don't recognise any other person as our PM...Its OK time is the name of the change..but don't worry ...this time also will go out soon.#MrPrimeMinister"
1309,JohnRob16933826,"Prime Minister Anthony Albanese: PM, Intervene to stop an Aboriginal child from being removed from her mother and Country - Sign the Petition! https://t.co/JDdJy7f9C3 via @ChangeAUS"
1310,dharmvir_9,"We Want To End War Says Ukraine Minister President Volodymyr Zelenskyy Spoke With Indian PM Narendra Modi | 'रूस से जंग खत्म करना चाहता है यूक्रेन', बोले यूक्रेनी विदेश मंत्री, राष्ट्रपति जेलेंस्की ने भारत को कहा थैंक्यू https://t.co/Cc1pbYibFV"
1311,Fizakhan280,"Prime Minister Shahbaz Sharif held a telephone conservation with Turkish President Recep Tayyip Erdogan.The PM invited President Erdogan to the International Conference on Climate Resilient Pakistan being co-hosted with the united Nations in Geneva on Jan 9, 2023.@MaryamNSharif https://t.co/Oiuv1RVz2t"
1312,caribbeannewsuk,"#CANADA: Lamothe, who served as pm between 2012 and 14, is among a number of “Haitian political elites” who Canada alleges provide illicit financial and operational support to armed gangs in #Haiti in a bid to destabilize the country and remove Prime Minister Dr Ariel Henry."
1313,masooma679,"Prime Minister (PM) Shehbaz Sharif has apprised King of the Kingdom of Bahrain Hamad Bin Isa Al Khalifa of the ‘International Conference on Climate Resilient Pakistan’, and requested a high-level participation from Bahrain."
1314,BoodyRed22,"@623Sis While Americans Face Deadly Cold Snap, Biden’s Off To The Sunny Virgin Islands
 https://t.co/4hvalIXoor 
Canadian PM Justin Trudeau, JAMAICA MON~ @jamaica   Prime Minister of Canada, Justin Trudeau, is to vacation in Jamaica for a week after Christmas. @Canadianpress"
1315,pmln_org,"Prime Minister Shehbaz Sharif held a telephone conversation with Turkish President Recep Tayyip Erdoğan. The PM invited President @RTErdogan to the International Conference on Climate Resilient Pakistan being co-hosted with the United Nations in Geneva on January 9, 2023. https://t.co/SUyMWQJcOy"
1316,LoSiento76,@WillLew51464805 @patrickpucci2 Former Prime Minister of Australia once retweeted a tweet of mine which told the then PM to https://t.co/zwFDEtEZGN off.
1317,OmniscientXo,"So, Major Arsalan ADC to Prime Minister Shahbaz Sharif was responsible for the audio-leaks. He recorded conversation of PM Sharif on Faiz Hameed's instructions &amp; then gave everything to PTI."
1318,nurse_supermom,"@WSOnlineNews ""As was the case with previous prime ministers, when travelling for personal reasons, the prime minister pays a fair market value of an economy airfare for himself, members of his family, and any residential staff member that travel with him. The (PM) will continue to do that."""
1319,yashunita_rysc,"I pray for the speedy recovery of respected #HeerabenModi Ji mother of Honorable Prime Minister  Shri #NarendraModi Ji. I pray to God to make Modi ji's mother healthy again 🇮🇳🙏 

The condition of PM Modi's mother Heera Baa is now stable! 

#JaiShreeRam 🙏
#HeerabenHealthUpdate"
1320,MA1481947,"can be seen trying to speak during the prime minister's speech. Shehbaz asked him to sit down and told him that they will talk later. However, AJK PM did not listen to him.
#چور_کھا_گئے_پاکستان
@TeamiPians https://t.co/IIqBUeizrm"
1321,pmanghnani15,"@Thinker_Ashish I am PM, but not Prime minister."
1322,Afrasyabsatti,Welcome Mr. Prime Minister Imran khan. These words used by Turkish Media will scare Imported PM in dreams. https://t.co/hhnaXUvEgg
1323,sktodaysnews,"Published on Dec 28, 2022 01:51 PM IST

UK Prime Minister Rishi Sunak's 'awkward' conversation with a homeless man is going viral on social media and drawing massive criticism. # # # # # # # # # #

https://t.co/kJ0uB6wo9K"
1324,FaisalB03265422,"@IshtiaqshahPMLN @chnoumannaveed6 @MaryamNSharif We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent."
1325,FaisalB03265422,"@_SaminaArif We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent."
1326,FaisalB03265422,"@BBhuttoZardari @AhmadRazaPPP We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent."
1327,FaisalB03265422,"@pmln_org We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent."
1328,chehayebk,"#Lebanon PM Najib Mikati called for the ""safe, dignified, and unconditional"" return of #Syria-n #refugees in meeting w/Spanish Prime Minister @sanchezcastejon in #Beirut.

Mikati added that Syria is safe ""in most of its areas"", &amp; returns would help resolve Lebanon's econ crisis. https://t.co/vNBA2e9hAH"
1329,KeralaNews4,Kerala chief minister Pinarayi Vijayan meets PM Modi in Delhi https://t.co/nmn0WCxEwr
1330,wchangershark,"@guyverhofstadt Hey Toothfairy! What about EU corruption? We’re worried about ya’ 🫵🏻🤡!
Leave @PM_ViktorOrban  alone! You don't even come close to our prime minister!🇭🇺"
1331,CArl0s__Wheezer,"@BioFreezMaps Thankfully, Hungary 🇭🇺 is starting to demolish their Soviet architecture and rebuild their cities the same way they were historically 

@PM_ViktorOrban (Hungarys prime minister) hopes to boost tourism by using historical documents to rebuild lost buildings https://t.co/CFTejquXCh"
1332,shvetketu,@Swamy39 @GurudathShettyK It is sad to see people like Swamy get entangled in cheap potshots at the prime minister. I guess Alzheimer’s is setting in faster than his ambition of being PM
1333,president_pmln,"Prime Minister Shehbaz Sharif held a telephone conversation with Turkish President Recep Tayyip Erdoğan. The PM invited President @RTErdogan to the International Conference on Climate Resilient Pakistan being co-hosted with the United Nations in Geneva on January 9, 2023. https://t.co/WSBuZyn458"
1334,Yemen_PM,Prime Minister @DrMaeenSaeed met with CBY Board to discuss progress of oversight measures on banks and exchange companies to control the national currency rates and address shortcomings. PM renewed government support to CBY independence according to laws and legislations. https://t.co/OD9ZHUoC4a
1335,Maheskanth,"Congratulations to Rt. Hon’ble Prime Minister Shri Pushpa Kamal Dahal &amp; citizens of Nepal. Under your Leadership, may Nepal continue to be an enriching cultural, ecological &amp; economic influence in the Region. Best Wishes. -Sg
@PM_nepal_"
1336,swathivakeel,"Congratulations to 
Rt.Hon'ble Prime Minister Shri Pushpa Kamal Dahal.May the divine cultural, and ethnic diversity continue to prosper under your leadership @PM_nepal_ .Let's #Savesoil and Create a #ConsciousPlanet🙏🏻 #SadhguruJV #ScoreForSoil #SaveSoilMovement #India #Telangana"
1337,brinson_kat,@wrongwatch @WeAreCanProud Trudeau became prime minister so his fellow elite could get richer.  Just look at how his own fortune grew…funny how that happened on a PM salary…open your eyes to the corruption in politics.
1338,Keepthetrust1,"@Jamil20111Jamil @HablbAkram He said Mr prime minister, from where you heard ex PM 🤦🏽"
1339,Merlinboxer,@Parody_PM I have not seen anyone from the government come out and say why they are allowing this to happen &amp; I by these companies who own the treatment companies are allowed to do this &amp; the benefits? Over to you Mr prime Minister?
1340,RohitKu56762491,"PM Modi reaches Ahmedabad to meet his ailing mother; wishes keep pouring in | LIVE UPDATES Prime Minister Narendra Modi's mother Hiraben Modi (100) was on Wednesday admitted to a hospital following health issues. The U N Mehta Institute of Cardiology and Research Centre, whe… https://t.co/edAUz5ddGb"
1341,Nevis_Island,"#StKitts and #Nevis', PM #TerranceDrew, announced the list of #holidays for the upcoming year as the world is bidding goodbye to 2022. As per the update by the Prime Minister, around 12 holidays will be marked in 2023. https://t.co/ON41gsEefv"
1342,NavinMathews13,"@narendramodi Amid the news of Prime Minister Narendra Modi's mother admitted to hospital in Ahmedabad, BJP Youth Members Siddaganga matta  Navin Mathew's  sends out wishes to PM Modi for her https://t.co/osX5SpFLez"
1343,Pattanduragrah1,"@PMOIndia @narendramodi Respected Prime Minister Sir, Humble Request, Since you are one of most powerful PM of India, only you can make India Corruption Free Nation. With Zero Tolerance Policy. During your tenure if you make it happen India will Develop Rapidly/ Zero Poverty Also"
1344,Mahi_136,"Even Turkish media understands the difference between an elected PM and imposed crime minister but these crooks will keep on clinging with zero shame.For people of Pak and for the whole world Imran Khan is our only prime minister 
#امید_سحر_عمران_خان
#الیکشن_سے_پھر_بھاگ_گئے https://t.co/MU582jembe"
1345,ZahidBu79306360,@CHGHULAMHUSAlN Sex prime minister hain xxx pm
1346,Dilometech,No politics behind skipping PM Modi’s meeting: Bihar CM Nitish Kumar | India News No politics behind skipping PM Modi’s meeting: Bihar CM Nitish Kumar | India News PATNA: Facing charges of deliberately skipping the meetings of Prime Minister... https://t.co/R7iYsmVxjA
1347,GillaniAwais,"Titular PM Shahbaz Sharif has no respect, while International media/conferences still giving weightage to Imran Khan, 
Mr. Prime Minister thank you for joining us, Turk Media 
 https://t.co/udfzBfmO6o"
1348,Ruftaj,"Mr. Prime Minister thank you for joining us, Turk Media ❤️ (Khan Saahab is still the PM)
 https://t.co/FDBukfdBNg"
1349,BarbaraMackie,"@theJagmeetSingh Please don't become a CONservative! The NDP, Liberals and the Green Party could ALL be parties that create positive change. Running down our Prime Minister will not make you PM, just another CON! #cdnpoli"
1350,ch_imas,Mr. prime minister 🥺♥️😍 Duniya bi Khan Saab ko hi PM manti hai👑❤️
1351,ZamanTamina,My Prime Minister.. soon to be again PM In Shaa Allah ♥️♥️
1352,66Chevelle396,"@theJagmeetSingh Well, Jagmeet, you are the de facto Prime Minister with your bromance with Trudeau. You could pull the plug on the Liberals at any time &amp; run for PM for real instead of thru the back door with your hinkey sweetheart coalition with the incompetent Liberals. https://t.co/omk5LnqQii"
1353,RohitKu56762491,"PM Modi reaches Ahmedabad to meet his ailing mother; wishes keep pouring in | LIVE UPDATES Prime Minister Narendra Modi's mother Hiraben Modi (100) was on Wednesday admitted to a hospital following health issues. The U N Mehta Institute of Cardiology and Research Centre, whe… https://t.co/vtcGSgZogt"
1354,RohitKu56762491,"'Love between mother and son is priceless' : Rahul Gandhi wishes speedy recovery for PM Modi's mother Congress leader Rahul Gandhi on Wednesday wished speedy recovery for Prime Minister Narendra Modi's mother Heerabhen, who has been hospitalised in Ahmedabad.... ""FOLLOW TO NEWS"" https://t.co/pEK1jS3gG1"
1355,ridameharr,"""Mr. Prime Minister""😍

Yeah Yeah he is our Permanent PM😍🙈 https://t.co/nZnH5scCvN"
1356,dwarak1984,"@narayanantbjp ஏற்கனவே Prime Minister's Relief Fund
இருக்கும் போதே PM Cares Fund ஆரம்பிக்கலாம்
RTI, Audit எதுவும் கிடையாது

ஆனா Aadhar இருக்கும் போதே
தமிழ் Makkal ID ஏன் இருக்கக்கூடாது ?
இப்பவும் ரத்தம்/தக்காளி சட்னி கதைதானா ?"
1357,DemocracyMotion,"""Son of Italian Deputy PM Salvini Robbed on Streets of Milan"" The 19-year-old son of Italy's Matteo Salvini, leader of the populist League (Lega) party, Deputy Prime Minister, and Infrastructure Minister, was threatened with a broken glass bottle and robbed of his phone on t…"
1358,SukhiNehra,"Amit Shah Indian Next Prime Minister and Yogi Adityanath Home Minister of India in 2024
India will be Developed nation in both parliament time PM and HM - Jai Hind  ! https://t.co/fMosK9H65i"
1359,MaheshBanur,@KumarAlok1955 @RvUpadhya @Jairam_Ramesh @SupriyaShrinate @INCIndia @Pawankhera @kharge For Prime minister post ANY GADHA be CHALTHA HAI ( PM Devegowda selected by this criteria by Socialists + Communists) .
1360,shakuntla_bhati,"@PM_nepal_ 
Congratulations to the Hon'ble Prime Minister Shri Pushpa Kamal Dayal and people of Nepal."
1361,BrianGoredemaBr,@APFBeaumont It is his 'Prime Minister's Christmas statement' - his first step to returning as PM. The right wing media will whitewash all his pass faults - 'Good old Boris' 🤮🤮🤮
1362,Ishaa_Pari,@JhaSanjay India needs Modiji as prime minister but Modiji needs pm ! Unlike your pappu who needs a chair
1363,DalbidEU,@JamesEFoster It might sound absurd that former Prime Minister #TheresaMay believes the Tories can win the next General Election. Although some are doing what they can to prove her right it's fairly irrelevant outside the 'bubble'. Starmer will be the next elected UK PM. https://t.co/3ilR6TRmxY
1364,deeejjayyyy,"""mr prime minister thank you so much for joining us""~🥺✨
the whole world knows who's the real PM of 🇵🇰"
1365,VegesanaShanti,"@SadhguruJV @PM_nepal_ Congratulations Hon’ble prime minister   Kamal Dayal ji.

Enriched soil is the biggest wealth and security for any country. I request  governments to take active action and bring soil friendly policy as soon as possible. #SaveSoil"
1366,SPEnterpriseSSM,Sadhguru congratulates Hon'ble Prime Minister of Nepal Shri Pushpa Kamal Dahal. @SadhguruJV @PM_nepal_
1367,Ashish01801,"@SadhguruJV @PM_nepal_ Congratulations  to Rt. Hon'ble  Prime Minister  Shri Pushpa Kamal Dabal Sir &amp; citizens  of Nepal.
Wishing for a more developing Nepal.@PM_nepal_ 
#SaveSoil #ConsciousPlanet"
1368,Ramamshyamam,"@narendramodi @PMOIndia 
Respected PM sir,
I pray for the speedy recovery of your great mother.
I feel blessed that I am a citizen of country whose Prime Minister is you.
I salute the mother who has given birth to our greatest PM Sri Narendra Modi ji.
My best regards.🙏🙏"
1369,NormanLloyd1,@stephen_taylor @brianlilley @ottawasuncom Prime Minister Trudeau is one of Canada’s best PM’s. His strong action saved the country during Covid.
1370,Tejas04718726,@saxearv @RahulGandhi He literally put PM (as in prime minister) before Modi's name? What more respect you want?
1371,RohitKu56762491,"PM Modi reaches Ahmedabad to meet his ailing mother; wishes keep pouring in | LIVE UPDATES Prime Minister Narendra Modi's mother Hiraben Modi (100) was on Wednesday admitted to a hospital following health issues. The U N Mehta Institute of Cardiology and Research Centre, whe… https://t.co/j5ChUzTSMX"
1372,RohitKu56762491,"'Love between mother and son is priceless' : Rahul Gandhi wishes speedy recovery for PM Modi's mother Congress leader Rahul Gandhi on Wednesday wished speedy recovery for Prime Minister Narendra Modi's mother Heerabhen, who has been hospitalised in Ahmedabad.... ""FOLLOW TO NEWS"" https://t.co/8BPjqXYbVB"
1373,AAgnoor,"Congratulations to Rt. Hon’ble Prime Minister Shri Pushpa Kamal Dahal Ji.
@PM_nepal_ #SaveSoil #ConsciousPlanet @cpsavesoil"
1374,EarthBuddyKN,"Congratulations to Rt. Hon’ble Prime Minister Shri Pushpa Kamal Dahal for being elected as Prime Minister of #Nepal, #India's Sister Country &amp; close to all #Indians 🙏
@PM_nepal_

@SadhguruJV @cpsavesoil 
#SaveSoil #SaveSoilMovement 
#ConsciousPlanet 
https://t.co/QWUVNWDkHK"
1375,SandipGhose,if #NarendraModi hadn’t become the Prime Minister- IMO the only other BJP leader who deserved to be PM was #ArunJaitley
1376,NKRavichandran,"@sumanthraman ஆதார் கார்டு இருக்கும் போது மக்கள் ஐடி இப்போ எதுக்குன்னு கேக்கறீங்க.ஏற்கனவே Prime Minister's Relief Fund
இருக்கும் போதே PM Cares Fund எதுக்குன்னு கேட்டுருந்தீங்கன்னா கூட நீங்க நியாயமா நடுநிலையானவர்ன்னு நம்ப வாய்ப்பு இருக்கு.இப்போ நீங்க வலதுசாரிதான்ங்கறத மறைக்கவோ மறுக்கவோ முடியாது"
1377,tweet_jsk,@SadhguruJV @PM_nepal_ Congratulations 🎉 to the new Prime Minister and his teammates for an effective leadership
1378,ClemFan88974905,@itsallinaname1 I asked what PM stood for and you said Prime Minister. That would've been the time to say it was a typo and meant to say DM for Daily Mail. 🙄
1379,RishabJ13898201,"@The_true_Jay @madhusudhanrao7 @BefittingFacts History mein ye padhaya ki gandhi ne azadi dilayi lekin bose ko chupa diya, nehru pehle PM the but sardar patel elect hue the, bad foreign policy, puppet prime minister manmohan, highest corruption rate in Congress rule"
1380,Sunil98416858,"@Saurabht98 @ANI 150 crore ka pm hai, shouq ho to apni maa ko karwa, aur Dr. Se puch, kese kese namune hai ki prime minister admit hai to newpaper mai news kyu, meri kyu nahi"
1381,RohitKu56762491,"PM Modi reaches Ahmedabad to meet his ailing mother; wishes keep pouring in | LIVE UPDATES Prime Minister Narendra Modi's mother Hiraben Modi (100) was on Wednesday admitted to a hospital following health issues. The U N Mehta Institute of Cardiology and Research Centre, whe… https://t.co/NghLBVebd5"
1382,RohitKu56762491,"'Love between mother and son is priceless' : Rahul Gandhi wishes speedy recovery for PM Modi's mother Congress leader Rahul Gandhi on Wednesday wished speedy recovery for Prime Minister Narendra Modi's mother Heerabhen, who has been hospitalised in Ahmedabad.... ""FOLLOW TO NEWS"" https://t.co/Ynew7oMfB2"
1383,bcpoli,"prime minister of canada used year end interviews advantage to launch attacks against opponents; called them divisive

gov't mps weren't asked follow up questions after Joel Lightbound's press conference on pm's strategic division

pm opened the door. he is inviting the convo"
1384,LogicalIndians,"#KanahiyaKumar was referring to PM Modi's actions. He said, ""He (Prime Minister Narendra Modi) did not wear a mask while talking to a gathering. While the delta variant was rampant, #PMModi went to West Bengal for elections but did not wear a mask."" 

#Hoaxbuster #RahulGandhi https://t.co/ydKWqS0Fk2"
1385,FaisalB03265422,"We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent. @CMShehbaz @MaryamNSharif @BBhuttoZardari @ShazaFK @AzmaBokhariPMLN @Marriyum_A @pmln_org @LahorePMLN @NawazSharifMNS @PMsYouthProgram"
1386,truplapng,"Pacific Island leaders congratulate PM Rabuka – Fijivillage: Pacific Island leaders have joined global leaders in congratulating Fiji’s new Prime Minister and Minister for Foreign Affairs, Sitiveni Rabuka. 

The post Pacific Island leaders congratulate… https://t.co/IoZ576D99Z"
1387,AARYAROHIT112,"Congratulations Rt. Hon'ble Prime Minister Shri Pushpa Kamal Dahal ji.

@PM_nepal_
#SaveSoil"
1388,Blue22Dave,"At time of murders, RCMP had been conducting a criminal investigation of an August, 2015 fundraiser held for Trudeau at Sherman's home. Possibility existed a legal conviction would prevent the PM’s chances of running for prime minister in 2019.
$35,000,000 REWARD STILL AVAILABLE!"
1389,AmeliaJ75679765,So! .. have I missed anything? .. we still on No. 3.. Prime Minister?.. if it was No. 4 we would have a serial PM did y`all know that? 🤭 hummnn! 🤔so anyway! .. are we still in fairytale settings? ..  has hobgoblin Sunak gorris fancy dress for NEW YEAR? .. neverendingstory 🙄🤷‍♀️
1390,HShPrez2Ware,"All protocols suspended. A brotherly welcome for President @IsmailOguelleh
Parliament Leadership, Prime Minister, Deputy PM, entire Cabinet, FMS Presidents, Benadir Administration and people, all at hand to welcome President Guelleh! https://t.co/PumGvtMw3H"
1391,ronnywalters123,"@TheoMoudakis @TorontoStar Wait til you find out Pierre is not the prime minister, and thus not responsible. There is a PM (absentee though he is)"
1392,a_jayarao,@krg_reddy @BJP4Telangana ఇదుకే kV Reddy sir ni next bjp lo central home minister ni చేయాలి all hospitals develop havuthaei modi garu pm sir ki nenu చెపుతాను grantee from JP jayaraopantulu 9494954307
1393,Rohan_Dada_AP,Praying for the speedy recovery of Hon'ble Prime Minister @narendramodi Ji's mother Smt. Heeraben Modi. May she come back from this temporary ailment stronger than before and continue to remain as our beloved PM's pillar of strength. https://t.co/lpwDD1DnXX
1394,CCPatilBJP,"We are deeply concerned about the health of Hiraben, mother of our beloved leader Hon'ble Prime Minister Shri Narendra Modiji. 

I pray to God for a quick recovery and renewed strength for the mother who has inspired a  charismatic leader like PM Modi. https://t.co/apsBakVlnZ"
1395,RohitKu56762491,"PM Modi reaches Ahmedabad to meet his ailing mother; wishes keep pouring in | LIVE UPDATES Prime Minister Narendra Modi's mother Hiraben Modi (100) was on Wednesday admitted to a hospital following health issues. The U N Mehta Institute of Cardiology and Research Centre, whe… https://t.co/uEndxs74Ay"
1396,RohitKu56762491,"'Love between mother and son is priceless' : Rahul Gandhi wishes speedy recovery for PM Modi's mother Congress leader Rahul Gandhi on Wednesday wished speedy recovery for Prime Minister Narendra Modi's mother Heerabhen, who has been hospitalised in Ahmedabad.... ""FOLLOW TO NEWS"" https://t.co/gRHbIAqLtM"
1397,TheCurrentPK,"Prime Minister (PM) #ShehbazSharif has formed a committee that will work on reducing #electricity consumption in government offices by 30 per cent.

https://t.co/7Mjq5ZWdrY"
1398,AmarJit_IFS,"India 🇮🇳 is rectifying its mistake of so far not recognising the sacrifices made by Sahibzades…, says our Prime Minister. I dare if any PM other than @narendramodi could be named who did so much selflessly 
for Sikhs. Let’s give him due respect keeping politics aside. 🙏🏻🙏🏻"
1399,RaviSha29085314,@pm_modi2024 Mananiya prime Minister ji mera I phone 13 naya choori ho gya hai  before 2 months ho gya hai sir lekin abhi Tak mila nahi hai  / portal pe bhi complain kiya hoo tab fIR COPY MILA  Commissioner of police ko bhi tweet kiya but no reply sir ji aap dekhey jai hind
